CustomerID,CustomerGender,CustomerAge,CustomerCity,AnnualIncome,CreditScore,SpendingScore
1075,Male,43,Delhi,160744.0503,555,59
1076,Male,27,Chennai,264898.0293,712,68
1077,Female,68,Delhi,440550.5344,880,87
1078,Male,67,Bengaluru,66682.56943,873,19
1079,Female,59,Chennai,196636.8508,715,9
1080,Female,74,Chennai,277507.0036,897,39
1081,Male,62,Delhi,459226.6407,801,32
1082,Male,45,Mumbai,143977.3393,600,56
1083,Male,33,Kolkata,211403.4684,768,78
1084,Female,20,Chennai,39947.04454,807,57
1085,Female,61,Delhi,544422.1798,626,11
1086,Male,32,Mumbai,537240.108,654,56
1087,Female,49,Bengaluru,542745.9601,742,73
1088,Female,66,Chennai,560856.4185,738,40
1089,Female,36,Delhi,497387.3262,805,29
1090,Female,55,Delhi,125660.3599,808,44
1091,Female,35,Delhi,77749.71303,625,50
1092,Male,22,Kolkata,316583.7463,695,52
1093,Male,59,Kolkata,252129.1836,656,2
1094,Female,21,Mumbai,527125.1728,678,62
1095,Female,74,Bengaluru,341603.312,859,54
1096,Male,51,Mumbai,98951.52835,616,45
1097,Female,22,Delhi,192009.5051,861,23
1098,Female,35,Mumbai,203632.4332,814,80
1099,Male,47,Chennai,336327.2596,616,67
1100,Male,66,Chennai,363044.2299,653,2
1101,Female,20,Bengaluru,386949.5256,575,19
1102,Female,58,Chennai,548611.3616,576,28
1103,Male,42,Delhi,59873.62527,575,24
1104,Male,27,Bengaluru,49566.39,666,38
1105,Male,63,Chennai,385780.8768,876,59
1106,Female,28,Chennai,95882.3111,568,54
1107,Female,48,Kolkata,400021.3253,849,51
1108,Male,63,Delhi,351206.5319,564,79
1109,Male,45,Chennai,2577.057456,654,37
1110,Male,22,Mumbai,333149.3655,565,72
1111,Male,70,Chennai,171137.0662,782,12
1112,Female,65,Mumbai,352699.3398,667,78
1113,Female,41,Chennai,332877.7868,593,40
1114,Male,56,Delhi,238627.5838,606,15
1115,Female,51,Chennai,687212.7707,553,100
1116,Female,33,Delhi,279227.4118,827,25
1117,Female,69,Mumbai,355596.8965,559,10
1118,Female,21,Delhi,467350.1017,806,10
1119,Female,40,Kolkata,466464.8329,620,90
1120,Female,19,Delhi,327653.0355,857,8
1121,Male,62,Chennai,302975.1788,804,70
1122,Female,38,Mumbai,589901.0593,858,76
1123,Female,49,Delhi,41370.44656,695,13
1124,Male,30,Chennai,208227.1136,800,87
1125,Female,62,Mumbai,568519.0844,624,6
1126,Female,58,Kolkata,151571.5328,767,46
1127,Male,73,Chennai,217072.6811,630,35
1128,Male,66,Bengaluru,336463.0139,808,89
1129,Male,71,Bengaluru,487605.5371,790,100
1130,Male,54,Bengaluru,599442.5133,726,71
1131,Male,53,Kolkata,389042.5298,624,50
1132,Male,34,Mumbai,10349.41407,746,22
1133,Female,41,Delhi,198910.519,895,76
1134,Female,47,Kolkata,405487.9323,781,93
1135,Male,26,Mumbai,221839.2718,868,57
1136,Female,30,Delhi,260829.7117,894,85
1137,Female,55,Kolkata,133886.4033,707,96
1138,Male,43,Bengaluru,82638.67765,552,33
1139,Male,50,Mumbai,380765.8752,842,20
1140,Female,61,Chennai,101745.5371,567,7
1141,Female,37,Bengaluru,341134.7218,636,18
1142,Male,29,Bengaluru,274581.2169,756,22
1143,Female,26,Chennai,212645.6303,894,19
1144,Female,22,Kolkata,281654.8846,887,14
1145,Male,56,Mumbai,98371.75627,647,99
1146,Male,70,Mumbai,213942.2065,657,11
1147,Male,38,Delhi,5121.652342,607,42
1148,Female,37,Delhi,142909.4261,637,30
1149,Female,62,Bengaluru,651534.3098,884,23
1150,Male,19,Kolkata,365974.3719,551,77
1151,Male,46,Delhi,355468.056,892,73
1152,Male,50,Delhi,471770.9203,616,39
1153,Female,48,Kolkata,231493.99,886,94
1154,Female,53,Chennai,465350.4429,868,58
1155,Female,70,Bengaluru,127331.648,669,32
1156,Female,60,Mumbai,671028.1872,605,55
1157,Male,37,Kolkata,163664.207,854,22
1158,Female,57,Bengaluru,216758.2928,742,78
1159,Male,66,Bengaluru,193910.7081,803,36
1160,Female,27,Mumbai,22643.56036,707,93
1161,Female,21,Bengaluru,365100.1564,633,55
1162,Female,22,Delhi,534470.6945,827,85
1163,Male,18,Delhi,261938.9818,742,32
1164,Female,18,Delhi,330757.825,586,87
1165,Male,38,Chennai,514927.5894,581,9
1166,Female,23,Chennai,432732.181,786,54
1167,Male,21,Bengaluru,695407.0917,718,86
1168,Female,44,Chennai,285874.988,755,67
1169,Female,72,Mumbai,79113.55318,836,39
1170,Male,63,Chennai,260043.8576,725,77
1171,Male,50,Bengaluru,326077.0029,573,35
1172,Male,56,Mumbai,648085.0454,605,35
1173,Male,59,Bengaluru,101571.4983,890,45
1174,Male,44,Bengaluru,50434.47117,657,75
1175,Female,20,Mumbai,359566.4986,779,91
1176,Female,33,Mumbai,581177.2116,666,32
1177,Male,49,Kolkata,351979.4379,779,89
1178,Male,22,Chennai,634980.9806,844,21
1179,Male,64,Chennai,110492.7388,733,19
1180,Male,31,Delhi,266781.9511,571,61
1181,Female,53,Bengaluru,81891.02639,601,61
1182,Female,23,Bengaluru,268234.2246,701,92
1183,Male,26,Kolkata,195930.2286,838,94
1184,Female,63,Chennai,244212.5455,573,41
1185,Female,43,Chennai,241845.7525,896,4
1186,Male,62,Kolkata,197295.8156,824,47
1187,Female,74,Kolkata,118255.8374,615,75
1188,Male,66,Chennai,316199.317,770,11
1189,Female,45,Chennai,153779.277,831,44
1190,Female,62,Delhi,243936.1677,676,7
1191,Female,61,Delhi,103642.4697,559,96
1192,Female,47,Mumbai,115856.0369,784,34
1193,Male,74,Bengaluru,451973.2129,608,16
1194,Female,48,Bengaluru,192447.8216,568,45
1195,Female,48,Chennai,630148.5131,833,91
1196,Female,54,Delhi,317466.4207,601,52
1197,Female,20,Bengaluru,323305.5002,554,58
1198,Male,44,Chennai,109058.5443,844,36
1199,Male,28,Delhi,160116.893,837,24
1200,Male,41,Chennai,280081.3901,789,31
1201,Male,24,Delhi,323305.5002,466,2
1202,Female,65,Delhi,323305.5002,643,23
1203,Female,48,Delhi,678869.2168,650,99
1204,Female,30,Bengaluru,530854.9022,787,9
1205,Male,79,Chennai,214169.9162,570,77
1206,Female,64,Delhi,287662.6302,367,56
1207,Male,29,Mumbai,448842.3464,718,14
1208,Female,46,Bengaluru,88485.07052,496,7
1209,Male,42,Mumbai,59526.84574,559,63
1210,Female,64,Chennai,561902.8472,701,26
1211,Male,62,Bengaluru,86077.43556,634,46
1212,Female,55,Mumbai,392490.0052,805,27
1213,Female,41,Delhi,119501.9714,676,86
1214,Female,42,Mumbai,90026.8722,578,7
1215,Male,62,Delhi,325300.2105,760,22
1216,Female,50,Kolkata,129441.6517,701,70
1217,Female,61,Delhi,256668.8938,555,62
1218,Female,62,Mumbai,514385.2245,466,55
1219,Male,47,Chennai,470414.2515,390,50
1220,Male,57,Bengaluru,312316.9434,374,85
1221,Female,73,Mumbai,679795.0362,485,86
1222,Male,50,Chennai,14273.41696,738,76
1223,Male,59,Bengaluru,485769.748,658,88
1224,Male,72,Chennai,532494.0599,801,46
1225,Male,61,Chennai,469677.2404,745,35
1226,Female,29,Chennai,231621.8763,759,51
1227,Female,62,Chennai,536035.9926,690,65
1228,Female,29,Bengaluru,659863.9728,598,30
1229,Female,51,Mumbai,180667.2144,617,23
1230,Male,52,Mumbai,688884.7514,563,1
1231,Female,45,Chennai,30602.99423,769,56
1232,Female,56,Kolkata,642411.7136,420,49
1233,Female,51,Bengaluru,512985.2056,361,88
1234,Female,62,Bengaluru,19410.52888,840,27
1235,Female,48,Kolkata,532021.7679,599,57
1236,Female,60,Bengaluru,542641.8272,406,38
1237,Female,23,Mumbai,179216.3125,813,73
1238,Male,20,Chennai,406203.2187,793,20
1239,Male,22,Mumbai,80099.00006,637,40
1240,Male,46,Delhi,538637.2336,767,97
1241,Female,31,Delhi,310682.0972,661,93
1242,Female,47,Chennai,47424.25344,801,38
1243,Female,67,Mumbai,511094.9382,301,36
1244,Male,58,Delhi,462618.3741,510,48
1245,Male,54,Kolkata,409002.8703,509,68
1246,Female,74,Kolkata,193919.7564,322,26
1247,Male,29,Mumbai,160059.3226,363,28
1248,Male,64,Mumbai,626677.1088,678,76
1249,Male,71,Kolkata,462672.8183,753,53
1250,Male,63,Bengaluru,681123.0059,568,90
1251,Male,53,Mumbai,220994.4359,688,22
1252,Female,24,Delhi,433721.8141,715,67
1253,Female,41,Mumbai,613978.8717,429,56
1254,Female,70,Delhi,519039.7912,560,6
1255,Female,40,Chennai,89517.91977,589,67
1256,Male,69,Bengaluru,53066.77555,374,73
1257,Male,35,Bengaluru,362549.4633,457,52
1258,Male,38,Chennai,132405.1703,601,89
1259,Male,54,Mumbai,215361.0387,740,50
1260,Male,44,Delhi,564488.1607,350,40
1261,Female,62,Mumbai,511231.8369,604,16
1262,Male,51,Kolkata,563664.3394,377,17
1263,Male,66,Mumbai,498848.1657,465,13
1264,Female,25,Chennai,612631.7311,808,26
1265,Male,70,Mumbai,257525.4769,348,56
1266,Female,49,Bengaluru,136497.9021,341,23
1267,Male,76,Mumbai,76391.85006,611,63
1268,Male,49,Bengaluru,280952.0102,605,79
1269,Male,55,Delhi,613797.4147,424,15
1270,Female,36,Mumbai,12431.93323,592,53
1271,Female,45,Chennai,552708.3715,739,46
1272,Female,20,Bengaluru,509070.54,370,9
1273,Male,46,Bengaluru,529880.6162,687,30
1274,Male,25,Bengaluru,682185.3685,444,95
1275,Male,25,Kolkata,216608.5897,369,88
1276,Female,67,Chennai,615122.779,770,79
1277,Female,65,Delhi,515962.6489,647,23
1278,Male,21,Bengaluru,538463.5685,375,82
1279,Male,76,Delhi,695236.7599,356,85
1280,Male,30,Mumbai,19260.77977,704,23
1281,Female,24,Kolkata,305620.7922,354,51
1282,Female,45,Kolkata,225895.906,771,44
1283,Male,41,Delhi,634512.0725,659,75
1284,Male,21,Kolkata,557759.8069,820,18
1285,Male,66,Kolkata,101620.3517,746,53
1286,Male,75,Mumbai,99375.22532,703,90
1287,Female,63,Mumbai,233535.184,781,68
1288,Male,48,Mumbai,134239.3348,406,66
1289,Male,77,Bengaluru,461395.2818,495,6
1290,Male,29,Kolkata,140607.31,774,30
1291,Male,41,Chennai,345779.6032,742,88
1292,Male,64,Kolkata,129622.9786,784,36
1293,Female,45,Kolkata,85218.3327,723,82
1294,Female,33,Delhi,528097.5032,379,36
1295,Male,66,Chennai,647172.7982,836,94
1296,Male,76,Delhi,277177.4166,340,60
1297,Female,65,Kolkata,565049.2753,679,88
1298,Male,28,Chennai,166398.648,520,91
1299,Female,49,Kolkata,227700.5961,734,94
1300,Male,61,Delhi,26328.82538,546,9
1301,Female,23,Delhi,688800.9773,750,21
1302,Male,25,Delhi,357266.1641,305,56
1303,Male,62,Bengaluru,465632.6494,467,15
1304,Male,20,Delhi,475850.1573,779,58
1305,Female,46,Chennai,51706.08261,651,95
1306,Male,71,Delhi,208430.6707,759,64
1307,Male,59,Mumbai,563599.8922,551,86
1308,Female,55,Kolkata,230516.0012,759,51
1309,Female,49,Chennai,304791.3525,617,38
1310,Male,44,Bengaluru,98438.02431,804,62
1311,Female,19,Bengaluru,539582.7643,462,5
1312,Male,78,Delhi,412397.4814,700,27
1313,Male,41,Chennai,683974.1455,645,38
1314,Female,38,Bengaluru,239270.375,729,19
1315,Male,40,Kolkata,425401.9871,556,92
1316,Female,71,Kolkata,374128.6234,667,13
1317,Female,35,Mumbai,50385.33927,646,93
1318,Female,40,Chennai,693612.7305,327,32
1319,Male,42,Chennai,53440.64843,412,43
1320,Male,55,Delhi,251325.3055,609,14
1321,Female,46,Mumbai,73731.82025,817,51
1322,Female,47,Bengaluru,260318.3824,345,41
1323,Male,44,Bengaluru,120134.2937,503,75
1324,Male,62,Bengaluru,413999.7226,712,53
1325,Female,49,Delhi,606522.1538,470,15
1326,Male,78,Mumbai,27235.69634,787,82
1327,Male,65,Delhi,593523.9915,604,23
1328,Male,25,Bengaluru,145677.2319,372,96
1329,Female,42,Delhi,661605.2178,580,40
1330,Male,47,Bengaluru,191667.289,478,93
1331,Female,53,Bengaluru,91501.12543,481,34
1332,Female,51,Delhi,378568.0764,669,52
1333,Female,54,Kolkata,640192.6337,732,96
1334,Male,33,Chennai,359312.1693,780,67
1335,Male,25,Delhi,679107.6762,719,77
1336,Female,78,Chennai,608343.7772,427,53
1337,Male,52,Mumbai,112286.1178,664,35
1338,Female,58,Delhi,49981.19225,649,57
1339,Male,60,Bengaluru,639903.407,309,61
1340,Male,38,Delhi,528863.4299,521,23
1341,Female,54,Chennai,654297.4622,481,32
1342,Female,62,Chennai,340446.1346,720,28
1343,Male,64,Bengaluru,72554.45552,836,13
1344,Male,28,Mumbai,584117.0263,829,8
1345,Male,61,Delhi,650501.0815,543,10
1346,Male,19,Bengaluru,239563.4965,434,59
1347,Male,71,Bengaluru,453436.9615,541,54
1348,Male,45,Mumbai,400370.0783,665,18
1349,Male,41,Mumbai,109348.9225,602,78
1350,Male,18,Delhi,487119.2239,512,76
1351,Female,33,Chennai,435761.6025,644,99
1352,Female,64,Mumbai,601354.6822,805,88
1353,Male,23,Delhi,242744.8747,496,16
1354,Male,21,Bengaluru,658615.2389,593,75
1355,Male,40,Bengaluru,476418.9082,546,34
1356,Female,36,Chennai,394222.4715,429,19
1357,Female,63,Kolkata,225804.0451,771,3
1358,Female,49,Delhi,44176.86543,415,2
1359,Male,35,Kolkata,145885.9793,422,85
1360,Female,65,Chennai,31194.20773,438,86
1361,Female,58,Mumbai,640805.7905,809,86
1362,Female,40,Delhi,682653.6752,441,47
1363,Male,36,Bengaluru,658927.2468,338,74
1364,Female,63,Mumbai,584143.1134,546,86
1365,Male,67,Bengaluru,677941.2363,432,32
1366,Female,67,Chennai,423369.5453,764,53
1367,Male,71,Delhi,646555.2165,367,36
1368,Male,60,Mumbai,128002.2691,684,29
1369,Male,50,Bengaluru,79757.85545,553,96
1370,Female,23,Bengaluru,411481.4305,611,92
1371,Female,29,Delhi,231656.9033,684,80
1372,Male,65,Chennai,158700.103,689,28
1373,Male,78,Mumbai,40595.6631,832,67
1374,Female,50,Kolkata,454786.9606,636,0
1375,Male,34,Chennai,666278.2021,311,41
1376,Female,52,Chennai,503435.9109,488,48
1377,Male,77,Delhi,251462.4733,819,70
1378,Female,49,Bengaluru,177793.7243,410,25
1379,Male,77,Bengaluru,192175.1355,756,81
1380,Female,79,Bengaluru,673607.0765,500,22
1381,Female,27,Mumbai,691095.2114,489,32
1382,Male,61,Kolkata,178483.62,815,65
1383,Male,65,Chennai,505316.2384,577,18
1384,Male,56,Kolkata,254412.9846,669,8
1385,Female,39,Chennai,407502.1999,691,55
1386,Female,58,Bengaluru,320791.8988,721,9
1387,Male,44,Chennai,464178.4024,464,50
1388,Male,52,Kolkata,268537.6638,725,5
1389,Male,44,Chennai,133530.5151,770,85
1390,Female,70,Delhi,479587.6771,717,23
1391,Male,28,Bengaluru,496824.8933,345,67
1392,Male,19,Chennai,623683.899,544,16
1393,Male,28,Bengaluru,627088.2025,445,25
1394,Male,70,Mumbai,127369.9137,418,96
1395,Male,39,Delhi,191060.7901,376,81
1396,Female,33,Delhi,590487.2096,483,35
1397,Male,19,Bengaluru,21315.04447,510,23
1398,Male,32,Chennai,378835.3412,613,62
1399,Male,28,Kolkata,388286.8775,439,60
1400,Male,54,Chennai,649447.9735,698,35
1401,Female,18,Bengaluru,61374.29426,454,30
1402,Male,26,Bengaluru,444895.0408,515,71
1403,Female,29,Delhi,106823.1189,434,82
1404,Male,57,Kolkata,606226.1271,757,59
1405,Female,56,Bengaluru,357400.041,675,43
1406,Female,72,Delhi,267397.7262,469,21
1407,Female,23,Delhi,63560.84723,718,93
1408,Female,70,Delhi,537877.4016,756,50
1409,Female,47,Kolkata,516904.3519,657,54
1410,Male,18,Bengaluru,205855.3478,837,93
1411,Female,37,Kolkata,519056.7964,369,42
1412,Female,33,Chennai,566222.3525,728,61
1413,Male,75,Kolkata,231498.089,480,37
1414,Female,51,Chennai,289649.6657,804,8
1415,Female,49,Chennai,394225.6463,691,0
1416,Male,30,Kolkata,568323.3565,593,6
1417,Male,56,Chennai,218295.2973,845,84
1418,Female,42,Delhi,340520.2212,832,36
1419,Male,72,Delhi,562742.3356,779,11
1420,Male,19,Chennai,588667.4433,399,10
1421,Male,57,Kolkata,233551.2418,542,13
1422,Male,43,Bengaluru,591988.7403,372,80
1423,Male,23,Chennai,524992.1048,709,45
1424,Male,31,Mumbai,124887.2425,675,85
1425,Female,25,Kolkata,191398.4911,606,96
1426,Male,68,Mumbai,291786.1237,341,98
1427,Female,52,Delhi,76345.26143,656,81
1428,Female,36,Delhi,14134.50867,815,48
1429,Female,70,Bengaluru,592498.1127,560,2
1430,Female,70,Kolkata,4601.53582,630,0
1431,Male,38,Mumbai,493647.6572,669,81
1432,Male,70,Kolkata,58179.64271,665,28
1433,Male,29,Delhi,655931.4328,431,32
1434,Male,63,Chennai,157102.5066,728,84
1435,Female,38,Chennai,136701.7266,347,51
1436,Female,74,Chennai,56295.48208,830,16
1437,Female,36,Delhi,138318.1971,676,16
1438,Female,36,Mumbai,648112.1647,352,59
1439,Female,50,Chennai,335789.2551,407,91
1440,Male,75,Kolkata,258134.1797,625,26
1441,Female,67,Chennai,549390.4038,523,78
1442,Female,48,Bengaluru,217081.9381,486,54
1443,Female,40,Mumbai,663067.3404,832,6
1444,Female,64,Chennai,76070.93488,492,96
1445,Female,20,Kolkata,255846.0242,339,44
1446,Male,73,Chennai,478203.1281,698,71
1447,Male,18,Kolkata,242076.9257,633,51
1448,Female,78,Bengaluru,328589.5999,339,67
1449,Male,24,Mumbai,609124.368,414,98
1450,Female,73,Delhi,3249.69113,447,86
1451,Female,46,Mumbai,95362.48249,439,91
1452,Female,26,Chennai,163491.7754,323,33
1453,Female,27,Mumbai,104147.1243,362,17
1454,Male,56,Mumbai,49471.65879,364,92
1455,Male,54,Bengaluru,533597.2933,386,34
1456,Female,23,Mumbai,139639.0353,698,71
1457,Male,66,Bengaluru,58087.2507,413,96
1458,Male,42,Chennai,172370.9306,769,73
1459,Male,55,Delhi,590072.9487,497,10
1460,Female,61,Bengaluru,460727.0308,828,10
1461,Male,35,Chennai,180195.6068,766,70
1462,Female,29,Delhi,675669.8736,506,75
1463,Male,43,Chennai,539591.0833,544,52
1464,Female,74,Chennai,234414.1344,412,38
1465,Male,19,Chennai,407647.7476,304,70
1466,Male,76,Delhi,464740.7607,472,74
1467,Male,18,Bengaluru,182954.0127,670,95
1468,Male,25,Kolkata,516964.6131,417,95
1469,Male,42,Kolkata,431160.8781,308,64
1470,Female,59,Mumbai,691562.9478,691,48
1471,Male,24,Mumbai,645780.0603,772,0
1472,Male,63,Delhi,621808.2795,395,1
1473,Male,37,Bengaluru,203803.4313,333,1
1474,Male,75,Chennai,14814.62441,320,5
1475,Female,18,Chennai,430246.0474,500,3
1476,Female,55,Bengaluru,75924.5364,320,25
1477,Female,56,Chennai,408762.514,357,25
1478,Male,26,Delhi,216074.0747,694,18
1479,Female,31,Delhi,103690.2457,686,20
1480,Male,48,Mumbai,510765.5931,678,24
1481,Female,26,Bengaluru,565698.2696,333,15
1482,Female,66,Chennai,531934.882,561,28
1483,Male,40,Bengaluru,202943.8325,495,84
1484,Male,58,Delhi,471759.7888,450,67
1485,Male,59,Kolkata,478958.1468,313,41
1486,Male,21,Delhi,394355.7281,746,23
1487,Male,50,Chennai,681791.2371,773,58
1488,Male,56,Bengaluru,11826.04139,301,30
1489,Female,67,Delhi,291494.9494,524,47
1490,Male,38,Kolkata,151785.8582,840,81
1491,Female,46,Mumbai,141431.7676,518,48
1492,Female,31,Kolkata,360268.819,359,95
1493,Male,19,Kolkata,257680.5434,653,68
1494,Female,31,Mumbai,413661.2804,620,51
1495,Female,27,Bengaluru,148294.8675,589,58
1496,Female,35,Kolkata,406996.9103,624,93
1497,Male,64,Bengaluru,553719.299,611,78
1498,Male,39,Bengaluru,345505.6047,386,86
1499,Female,71,Delhi,571634.3788,618,85
1500,Male,58,Mumbai,215334.5035,833,70
1501,Male,58,Mumbai,422130.3079,424,86
1502,Female,46,Kolkata,587619.4132,316,42
1503,Female,79,Bengaluru,337618.3881,510,97
1504,Female,62,Kolkata,466139.2385,720,65
1505,Female,52,Kolkata,355243.8232,441,16
1506,Male,60,Delhi,383970.6436,652,93
1507,Male,37,Delhi,660268.9403,596,55
1508,Female,61,Chennai,392631.3573,628,92
1509,Male,79,Delhi,330428.4853,304,82
1510,Female,35,Bengaluru,559804.3283,313,34
1511,Male,72,Delhi,668296.8344,617,45
1512,Male,29,Mumbai,697186.4366,450,67
1513,Male,73,Chennai,313906.8184,657,0
1514,Female,48,Mumbai,616465.7931,747,20
1515,Male,63,Kolkata,119363.8255,653,48
1516,Male,52,Kolkata,229584.4484,511,45
1517,Male,18,Bengaluru,155946.9319,592,31
1518,Female,69,Delhi,118140.8875,393,7
1519,Female,79,Bengaluru,288702.6456,779,94
1520,Female,19,Mumbai,227766.7244,394,78
1521,Female,77,Bengaluru,529132.157,335,63
1522,Female,32,Chennai,391219.8661,328,87
1523,Male,74,Mumbai,304307.5087,604,96
1524,Female,79,Kolkata,220851.9747,426,38
1525,Male,57,Chennai,18351.27362,716,18
1526,Male,56,Delhi,400358.5192,592,78
1527,Female,45,Chennai,650995.2582,631,37
1528,Male,75,Chennai,216328.2628,324,49
1529,Female,20,Kolkata,542619.706,406,43
1530,Male,58,Kolkata,691613.2407,335,75
1531,Male,58,Kolkata,595095.7794,413,36
1532,Male,48,Delhi,461029.8142,505,64
1533,Female,33,Chennai,71526.08666,663,8
1534,Female,71,Delhi,695655.3328,407,75
1535,Male,26,Kolkata,592316.7987,520,14
1536,Female,35,Mumbai,188573.9181,531,90
1537,Female,66,Kolkata,553128.8463,687,56
1538,Female,63,Mumbai,89606.74069,507,85
1539,Female,63,Chennai,349818.8373,303,82
1540,Female,53,Mumbai,181463.8431,366,68
1541,Female,41,Mumbai,224018.9437,406,85
1542,Male,32,Delhi,579661.3821,492,56
1543,Female,44,Bengaluru,661116.3928,374,18
1544,Male,64,Mumbai,306839.0935,399,2
1545,Female,65,Mumbai,504056.4476,637,74
1546,Male,75,Bengaluru,640701.0467,301,41
1547,Female,53,Kolkata,198225.2089,471,22
1548,Female,20,Bengaluru,668319.2232,548,15
1549,Male,53,Chennai,151089.8343,465,46
1550,Female,22,Kolkata,8004.93609,788,95
1551,Male,71,Chennai,209832.6242,581,33
1552,Male,67,Kolkata,379037.9901,527,73
1553,Female,75,Kolkata,195541.6978,657,96
1554,Male,48,Chennai,369678.8756,518,81
1555,Female,57,Kolkata,263589.5359,615,17
1556,Female,34,Bengaluru,350865.8528,302,83
1557,Male,55,Delhi,164956.0478,340,83
1558,Female,55,Delhi,245990.5732,597,57
1559,Female,61,Chennai,492790.4695,698,5
1560,Female,18,Mumbai,695344.7516,680,15
1561,Female,27,Delhi,488447.3934,371,74
1562,Male,27,Kolkata,207915.4343,739,79
1563,Female,19,Delhi,457739.8322,634,7
1564,Male,68,Chennai,617071.5254,463,96
1565,Female,30,Kolkata,446516.1889,428,58
1566,Male,73,Kolkata,583348.2821,650,6
1567,Male,29,Mumbai,201583.377,452,8
1568,Female,48,Mumbai,152946.6521,781,61
1569,Male,36,Bengaluru,582476.2672,484,3
1570,Male,19,Delhi,457986.045,622,82
1571,Male,54,Chennai,476205.5903,310,42
1572,Female,24,Mumbai,497734.0047,712,81
1573,Male,40,Mumbai,476558.5652,421,86
1574,Female,65,Mumbai,304320.8446,638,29
1575,Male,34,Mumbai,184179.712,803,32
1576,Male,22,Bengaluru,447888.5564,779,8
1577,Male,45,Mumbai,618156.8626,806,86
1578,Female,28,Chennai,655490.9578,393,39
1579,Female,74,Mumbai,193039.7005,379,83
1580,Male,47,Mumbai,65733.30512,444,69
1581,Male,25,Chennai,486075.7875,419,78
1582,Male,63,Delhi,257327.5387,489,95
1583,Female,68,Chennai,652759.368,322,98
1584,Female,67,Delhi,645253.2513,383,84
1585,Male,20,Delhi,117309.9326,431,84
1586,Female,29,Mumbai,242299.7486,613,73
